edge_id,source,target,length,highway_type
507,30763136,1629353724,68.51751008822117,residential
508,30763136,30763162,228.4350247176218,residential
509,30763137,30763136,145.8762253124018,residential
510,30763137,30763133,88.73323688488212,residential
511,30763137,30763169,139.2239007543045,residential
512,30763138,30763139,75.06494541977064,residential
513,30763138,30763168,68.72817425280991,residential
514,30763138,30763169,83.83686693848662,residential
515,30763139,30763163,70.55750438365035,residential
516,30763139,30763172,83.61241886858299,residential
517,30763139,30763138,75.06494541977064,residential
518,30763139,1399399938,77.67661397425672,residential
519,30763142,1422671929,104.59012881827513,tertiary
520,30763142,26082614,155.88439217622832,unclassified
521,30763144,433178879,46.29388622363617,residential
522,30763144,30763151,189.57973587486978,residential
523,30763144,30763150,155.0553326554134,residential
524,30763146,30763147,49.989365322049714,residential
525,30763146,433178879,50.31148682099406,residential
526,30763146,338421121,158.04034733877518,residential
527,30763147,30763148,35.28513046590163,residential
528,30763147,30763146,49.989365322049714,residential
529,30763147,30764650,166.39117185989875,residential
530,30763148,30763162,98.00131268867305,residential
531,30763148,30763147,35.28513046590163,residential
532,30763148,30763124,181.86765148552695,residential
533,30763150,30763144,155.0553326554134,residential
534,30763150,30763118,189.87547853275314,unclassified
535,30763150,26082653,17.91949957124884,unclassified
536,30763151,30763144,189.5797358748698,residential
537,30763151,30763158,231.13730878081859,unclassified
538,30763151,30763118,174.75256966124968,unclassified
539,30763155,321704164,241.09984773386554,unclassified
540,30763155,259135460,82.93375904161428,unclassified
541,30763155,259135466,136.27200280368749,unclassified
542,30763155,30763158,262.92879459183746,unclassified
543,30763158,259135455,156.9465810136413,unclassified
544,30763158,2947201513,146.58451761760583,unclassified
545,30763158,30763155,262.9287945918375,unclassified
546,30763158,30763151,231.13730878081859,unclassified
547,30763162,30763136,228.4350247176218,residential
548,30763162,30763148,98.00131268867305,residential
549,30763162,30763135,185.32633302690562,residential
550,30763163,30763139,70.55750438365035,residential
551,30763163,30763175,115.35388020098833,residential
552,30763163,30763164,164.34807824379334,residential
553,30763163,30763174,130.00624489359126,residential
554,30763164,30763242,95.26426541076245,residential
555,30763164,30763163,164.34807824379334,residential
556,30763164,30763175,47.80286677703406,residential
557,30763168,30763242,243.04606299839412,residential
558,30763168,30763138,68.72817425280991,residential
559,30763168,30763133,78.19937837793478,residential
560,30763169,1399399938,55.84216034162502,residential
561,30763169,30763137,139.2239007543045,residential
562,30763169,30763138,83.83686693848662,residential
563,30763171,11236702633,8.90772271484099,residential
564,30763171,11236702633,8.90772271484099,residential
565,30763171,5499338449,24.475805603811438,residential
566,30763171,30763172,72.0778853255209,residential
567,30763172,30763139,83.61241886858298,residential
568,30763172,30763171,72.0778853255209,residential
569,30763172,5499240563,78.25591141110223,residential
570,30763174,30763163,130.00624489359126,residential
571,30763174,1402839301,70.65540519183061,residential
572,30763174,5499240563,105.31796200432127,residential
573,30763175,30763163,115.35388020098834,residential
574,30763175,26082644,101.00635419710154,residential
575,30763175,30763164,47.80286677703406,residential
576,30763178,321702365,10.174797795106523,secondary
577,30763178,1402297920,98.47516947143421,unclassified
578,30763178,12094057284,210.3452864968622,secondary
579,30763179,30763180,50.17136133664265,unclassified
580,30763179,30763183,223.72294018159425,residential
581,30763179,30763205,257.206026085242,unclassified
582,30763180,30763179,50.17136133664265,unclassified
583,30763180,30763184,222.03450170440166,residential
584,30763180,1402297913,66.11676890706106,unclassified
585,30763182,427518898,72.5286675057094,unclassified
586,30763182,30763205,232.86632791529712,unclassified
587,30763182,30763183,263.2648787364817,unclassified
588,30763183,30763179,223.72294018159425,residential
589,30763183,30763184,49.492585439830464,unclassified
590,30763183,30763182,263.2648787364817,unclassified
591,30763184,30763180,222.03450170440166,residential
592,30763184,1402297896,118.37475218824486,unclassified
593,30763184,30763183,49.492585439830464,unclassified
594,30763185,30763114,197.0376272331479,unclassified
595,30763185,427518898,241.41994996792218,unclassified
596,30763185,30763200,164.26441167275732,unclassified
597,30763200,30763185,164.2644116727573,unclassified
598,30763200,4903638224,304.79341211473155,unclassified
599,30763200,427518898,379.74642181375526,unclassified
600,30763205,30763179,257.206026085242,unclassified
601,30763205,30763182,232.86632791529712,unclassified
602,30763205,29025708,203.95444846316454,unclassified
603,30763215,2074398219,167.33226806326047,secondary
604,30763215,22352654,118.66681578411777,secondary
605,30763215,30763114,600.1707329618414,unclassified
606,30763242,30763164,95.26426541076245,residential
607,30763242,30763168,243.04606299839412,residential
608,30763242,30763115,39.721226183690995,residential
609,30763493,30763494,39.59181493077255,secondary
610,30763493,3243901162,40.58913206959892,secondary
611,30763494,6505184735,45.785001897345204,secondary
612,30763494,30763493,39.59181493077255,secondary
613,30763494,30763498,364.5750215908248,residential
614,30763495,30763496,69.24440203499786,residential
615,30763495,30763519,59.82398772726353,residential
616,30763496,30763497,38.9626028643496,residential
617,30763496,30763514,205.50796484531242,residential
618,30763497,30763493,356.16148795153265,residential
619,30763497,30763498,37.449533570328306,residential
620,30763497,30763496,38.9626028643496,residential
621,30763498,30763497,37.449533570328306,residential
622,30763498,30763506,283.73416777590415,residential
623,30763504,8317341413,39.23600243330041,residential
624,30763504,30763513,100.07179438657576,residential
625,30763505,1233506696,21.74788010781907,residential
626,30763505,30763513,39.54221652546462,residential
627,30763506,30763505,145.7480097092857,residential
628,30763506,30763508,39.17638884258489,residential
629,30763508,30763506,39.17638884258489,residential
630,30763508,30763514,39.05996585007723,residential
631,30763508,30763497,245.89574902955218,residential
