sequential_id,osm_id
1885,92149730
1886,92149843
1887,92149845
1888,92149847
1889,92149848
1890,92149849
1891,92149850
1892,92149852
1893,92149855
1894,92149861
1895,92149862
1896,92149867
1897,92149904
1898,92149963
1899,92149965
1900,92150056
1901,92150057
1902,92150105
1903,92150106
1904,92150165
1905,92150339
1906,92150379
1907,92150380
1908,92150563
1909,92150724
1910,92150730
1911,92150731
1912,92150743
1913,92151039
1914,92151308
1915,92154011
1916,92280705
1917,92281049
1918,92281125
1919,92281225
1920,92281230
1921,92281291
1922,92281349
1923,92281422
1924,92281428
1925,92281430
1926,92281432
1927,92281462
1928,92281478
1929,92281479
1930,92281517
1931,92281518
1932,92281544
1933,92281545
1934,92281703
1935,92281716
1936,92281781
1937,92281782
1938,92281783
1939,92281784
1940,92281785
1941,92281786
1942,92281803
1943,92281875
1944,92281878
1945,92281880
1946,92281882
1947,92281883
1948,92281914
1949,92281915
1950,92281952
1951,92281953
1952,92282062
1953,92282064
1954,92282173
1955,92282174
1956,92282235
1957,92282374
1958,92282378
1959,92282381
1960,92282432
1961,92282434
1962,92282769
1963,92282882
1964,92282883
1965,92282952
1966,92282953
1967,92282957
1968,92283084
1969,92283213
1970,92283216
1971,92283370
1972,92283443
1973,92283468
1974,92283584
1975,92283586
1976,92283628
1977,92283677
1978,92283682
1979,92283723
1980,92283774
1981,92284220
1982,92284221
1983,92284367
1984,92284370
1985,92284609
1986,92284614
1987,92284615
1988,92284641
1989,92284684
1990,92284901
1991,92284903
1992,92285046
1993,92285186
1994,92285191
1995,92287025
1996,92287142
1997,92287353
1998,92287354
1999,92287355
2000,92287463
2001,92289475
2002,92289480
2003,92290284
2004,92290346
2005,92290585
2006,96345679
2007,96345843
2008,96345858
2009,96345922
2010,96345923
2011,96346160
2012,96346277
2013,96346281
2014,96346880
2015,96347901
2016,96446775
2017,96446800
2018,96446972
2019,101863769
2020,101863770
2021,101864965
2022,101865442
2023,101865444
2024,101865446
2025,101865449
2026,101866050
2027,101866052
2028,101866057
2029,101866058
2030,101866060
2031,101866062
2032,101866597
2033,101866598
2034,101867098
2035,101867099
2036,101867102
2037,101867112
2038,101867462
2039,101867463
2040,101867466
2041,101867477
2042,101867907
2043,101867908
2044,101867909
2045,101868079
2046,101868080
2047,101868330
2048,101868335
2049,101868566
2050,101869992
2051,101869994
2052,101869995
2053,101870095
2054,101870096
2055,101870097
2056,101870188
2057,101870189
2058,101870191
2059,101870220
2060,101870221
2061,101870222
2062,101870573
2063,101870969
2064,101871095
2065,101871665
2066,101873268
2067,101873583
2068,101873584
2069,101873586
2070,101873587
2071,101873630
2072,101873809
2073,103781598
2074,103781711
2075,103781809
2076,103781811
2077,103782044
2078,103782047
2079,103782149
2080,103783101
2081,103784601
2082,103784873
2083,103786857
2084,103787311
2085,103787375
2086,103787478
2087,103787480
2088,103787638
2089,103787962
2090,103787964
2091,103788048
2092,103789025
2093,103789033
2094,103789229
2095,103789232
2096,103789882
2097,103790503
2098,103790509
2099,103790518
2100,103791008
2101,103791164
2102,103791289
2103,103791313
2104,103791677
2105,103791722
2106,103791723
2107,103791875
2108,103791896
2109,103792071
2110,103793666
2111,103793668
2112,103793672
2113,103793673
2114,103793681
2115,103794505
2116,103795709
2117,103795710
2118,103795712
2119,103795981
2120,103795982
2121,103796296
2122,103796925
2123,103797173
2124,103797258
2125,103797371
2126,103797937
2127,103798168
2128,103798890
2129,103799463
2130,103799464
2131,103799465
2132,103799466
2133,103799469
2134,103799472
